Order_ID,Customer_ID,Sales,Quantity,Discount,Profit,Order_Date,Product_ID
EMEA-2021-150630,1051,3083.43,7,0.5,-1665.0522,2021-09-17,1
EMEA-2021-150630,1051,9.618,2,0.7,-7.0532,2021-09-17,3
EMEA-2021-150630,1051,124.2,3,0.2,15.525,2021-09-17,5
EMEA-2021-150630,1051,3.264,2,0.2,1.1016,2021-09-17,11
EMEA-2021-150630,1051,86.304,6,0.2,9.7092,2021-09-17,6
EMEA-2021-150630,1051,6.858,6,0.7,-5.715,2021-09-17,3
EMEA-2021-150630,1051,15.76,2,0.2,3.546,2021-09-17,6
APJ-2023-107727,1083,29.472,3,0.2,9.9468,2023-10-20,9
APJ-2022-117590,1077,1097.544,7,0.2,123.4737,2022-12-09,7
APJ-2022-117590,1077,190.92,5,0.6,-147.963,2022-12-09,5
APJ-2021-117415,1101,113.328,9,0.2,35.415,2021-12-27,11
APJ-2021-117415,1101,532.3992,3,0.32,-46.9764,2021-12-27,1
APJ-2021-117415,1101,212.058,3,0.3,-15.147,2021-12-27,2
APJ-2021-117415,1101,371.168,4,0.2,41.7564,2021-12-27,7
APJ-2023-120999,1058,147.168,4,0.2,16.5564,2023-09-11,7
AMER-2022-101343,1043,77.88,2,0.0,3.894,2022-07-18,4
EMEA-2023-139619,1015,95.616,2,0.2,9.5616,2023-09-20,4
EMEA-2022-118255,1028,45.98,2,0.0,19.7714,2022-03-12,10
EMEA-2022-118255,1028,17.46,2,0.0,8.2062,2022-03-12,3
AMER-2020-146703,1068,211.96,4,0.0,8.4784,2020-10-20,4
APJ-2022-169194,1011,45.0,3,0.0,4.95,2022-06-21,10
APJ-2022-169194,1011,21.8,2,0.0,6.104,2022-06-21,7
APJ-2021-115742,1043,38.22,6,0.0,17.9634,2021-04-18,3
APJ-2021-115742,1043,75.18,6,0.0,35.3346,2021-04-18,2
APJ-2021-115742,1043,6.16,2,0.0,2.9568,2021-04-18,5
APJ-2021-115742,1043,89.99,1,0.0,17.0981,2021-04-18,2
EMEA-2022-105816,1059,15.26,7,0.0,6.2566,2022-12-12,12
EMEA-2022-105816,1059,1029.95,5,0.0,298.6855,2022-12-12,7
EMEA-2022-111682,1006,208.56,6,0.0,52.14,2022-06-18,4
EMEA-2022-111682,1006,32.4,5,0.0,15.552,2022-06-18,9
EMEA-2022-111682,1006,319.41,5,0.1,7.098,2022-06-18,2
EMEA-2022-111682,1006,14.56,2,0.0,6.9888,2022-06-18,9
EMEA-2022-111682,1006,30.0,2,0.0,3.3,2022-06-18,10
EMEA-2022-111682,1006,48.48,4,0.2,16.362,2022-06-18,3
EMEA-2022-111682,1006,1.68,1,0.0,0.84,2022-06-18,6
AMER-2021-135545,1067,13.98,2,0.0,6.1512,2021-11-24,10
AMER-2021-135545,1067,25.824,6,0.2,9.3612,2021-11-24,3
AMER-2021-135545,1067,146.73,3,0.0,68.9631,2021-11-24,9
AMER-2021-135545,1067,79.76,4,0.0,22.3328,2021-11-24,5
APJ-2021-164175,1001,213.115,5,0.3,-15.2225,2021-04-30,2
AMER-2020-106376,1068,1113.024,8,0.2,111.3024,2020-12-05,6
AMER-2020-106376,1068,167.968,4,0.2,62.988,2020-12-05,7
EMEA-2022-119823,1035,75.88,2,0.0,35.6636,2022-06-05,9
EMEA-2022-106075,1002,4.616,1,0.2,1.731,2022-09-19,3
AMER-2023-114440,1051,19.05,3,0.0,8.763,2023-09-15,9
EMEA-2021-134026,1072,831.936,8,0.2,-114.3912,2021-04-26,2
EMEA-2021-134026,1072,97.04,2,0.2,1.213,2021-04-26,5
EMEA-2021-134026,1072,72.784,1,0.2,-18.196,2021-04-26,4
APJ-2023-118038,1098,1.248,3,0.8,-1.9344,2023-12-10,3
APJ-2023-118038,1098,9.708,3,0.6,-5.8248,2023-12-10,5
APJ-2023-118038,1098,27.24,3,0.2,2.724,2023-12-10,4
APJ-2020-147606,1072,19.3,5,0.6,-14.475,2020-11-26,5
EMEA-2022-127208,1088,208.16,1,0.0,56.2032,2022-06-13,8
EMEA-2022-127208,1088,16.74,3,0.0,8.0352,2022-06-13,3
AMER-2020-139451,1094,14.9,5,0.0,4.172,2020-10-12,6
AMER-2020-139451,1094,21.39,1,0.0,6.2031,2020-10-12,4
EMEA-2021-149734,1032,200.984,7,0.2,62.8075,2021-09-03,11
APJ-2023-119662,1031,230.376,3,0.2,-48.9549,2023-11-14,4
AMER-2023-140088,1068,301.96,2,0.0,33.2156,2023-05-29,2
EMEA-2023-155558,1052,19.99,1,0.0,6.7966,2023-10-27,10
EMEA-2023-155558,1052,6.16,2,0.0,2.9568,2023-10-27,2
APJ-2022-159695,1035,158.368,7,0.2,13.8572,2022-04-06,4
AMER-2022-109806,1052,20.1,3,0.0,6.633,2022-09-18,6
AMER-2022-109806,1052,73.584,2,0.2,8.2782,2022-09-18,7
AMER-2022-109806,1052,6.48,1,0.0,3.1104,2022-09-18,9
EMEA-2021-149587,1068,12.96,2,0.0,6.2208,2021-01-31,9
EMEA-2021-149587,1068,53.34,3,0.0,16.5354,2021-01-31,5
EMEA-2021-149587,1068,32.96,2,0.0,16.1504,2021-01-31,3
EMEA-2023-109484,1095,5.682,1,0.7,-3.788,2023-11-07,3
EMEA-2023-161018,1014,96.53,7,0.0,40.5426,2023-11-10,5
AMER-2023-157833,1093,51.312,3,0.2,17.9592,2023-06-18,3
EMEA-2022-149223,1089,77.88,6,0.0,22.5852,2022-09-07,8
APJ-2022-158568,1075,64.624,7,0.2,22.6184,2022-08-30,9
APJ-2022-158568,1075,95.976,3,0.2,-10.7973,2022-08-30,10
APJ-2022-158568,1075,1.788,3,0.8,-3.0396,2022-08-30,3
EMEA-2022-129903,1100,23.92,4,0.0,11.7208,2022-12-02,9
EMEA-2021-156867,1096,238.896,6,0.2,-26.8758,2021-11-13,10
EMEA-2021-156867,1096,102.36,3,0.2,-3.8385,2021-11-13,5
EMEA-2021-156867,1096,36.882,3,0.7,-25.8174,2021-11-13,3
EMEA-2023-119004,1019,74.112,8,0.2,17.6016,2023-11-24,10
EMEA-2023-119004,1019,27.992,1,0.2,2.0994,2023-11-24,7
EMEA-2023-119004,1019,3.304,1,0.2,1.0738,2023-11-24,6
APJ-2021-129476,1098,339.96,5,0.2,67.992,2021-10-15,10
EMEA-2023-146780,1078,41.96,2,0.0,10.9096,2023-12-26,5
EMEA-2022-128867,1096,75.96,2,0.0,22.788,2022-11-04,6
EMEA-2022-128867,1096,27.24,6,0.0,13.3476,2022-11-04,3
AMER-2020-115259,1004,40.096,14,0.2,14.5348,2020-08-25,12
AMER-2020-115259,1004,4.72,2,0.2,1.652,2020-08-25,11
AMER-2020-115259,1004,23.976,3,0.2,7.4925,2020-08-25,9
AMER-2020-115259,1004,130.464,6,0.2,44.0316,2020-08-25,11
AMER-2021-110457,1100,787.53,3,0.0,165.3813,2021-03-02,3
EMEA-2021-136476,1027,157.794,1,0.7,-115.7156,2021-04-05,3
APJ-2022-103730,1002,47.04,3,0.0,18.3456,2022-06-13,5
APJ-2022-103730,1002,30.84,4,0.0,13.878,2022-06-13,3
APJ-2022-103730,1002,226.56,6,0.0,63.4368,2022-06-13,4
APJ-2022-103730,1002,115.02,9,0.0,51.759,2022-06-13,11
APJ-2022-103730,1002,68.04,7,0.0,19.7316,2022-06-13,7
APJ-2020-152030,1036,600.558,3,0.3,-8.5794,2020-12-26,2
APJ-2020-134614,1059,617.7,6,0.5,-407.682,2020-09-20,3
AMER-2023-107272,1045,2.388,2,0.7,-1.8308,2023-11-06,3
AMER-2023-107272,1045,243.992,7,0.2,30.499,2023-11-06,4
AMER-2022-125969,1078,81.424,2,0.2,-9.1602,2022-11-07,2
AMER-2022-125969,1078,238.56,3,0.0,26.2416,2022-11-07,5
AMER-2023-164147,1101,59.97,5,0.4,-11.994,2023-02-03,7
AMER-2023-164147,1101,78.304,2,0.2,29.364,2023-02-03,9
AMER-2023-164147,1101,21.456,9,0.2,6.9732,2023-02-03,12
AMER-2022-145583,1026,20.04,3,0.0,9.6192,2022-10-14,9
AMER-2022-145583,1026,35.44,1,0.0,16.6568,2022-10-14,9
AMER-2022-145583,1026,11.52,4,0.0,3.456,2022-10-14,6
AMER-2022-145583,1026,4.02,2,0.0,1.9698,2022-10-14,12
AMER-2022-145583,1026,76.176,3,0.2,26.6616,2022-10-14,3
AMER-2022-145583,1026,65.88,6,0.0,18.4464,2022-10-14,9
AMER-2022-145583,1026,43.12,14,0.0,20.6976,2022-10-14,5
EMEA-2022-110366,1041,82.8,2,0.2,10.35,2022-09-06,5
AMER-2023-106180,1082,8.82,3,0.0,2.3814,2023-09-19,6
AMER-2023-106180,1082,10.86,3,0.0,5.1042,2023-09-19,11
AMER-2023-106180,1082,143.7,3,0.0,68.976,2023-09-19,9
EMEA-2023-155376,1022,839.43,3,0.0,218.2518,2023-12-23,8
AMER-2021-110744,1007,671.93,7,0.0,20.1579,2021-09-07,4
AMER-2020-110072,1087,93.888,4,0.2,12.9096,2020-10-22,5
EMEA-2022-114489,1096,384.45,11,0.0,103.8015,2022-12-06,7
EMEA-2022-114489,1096,149.97,3,0.0,5.9988,2022-12-06,7
EMEA-2022-114489,1096,1951.84,8,0.0,585.552,2022-12-06,2
EMEA-2022-114489,1096,171.55,5,0.0,80.6285,2022-12-06,3
AMER-2022-158834,1055,157.92,5,0.2,17.766,2022-03-14,8
AMER-2022-158834,1055,203.184,2,0.2,15.2388,2022-03-14,7
AMER-2021-124919,1062,58.38,7,0.0,26.271,2021-05-31,9
AMER-2021-124919,1062,105.52,4,0.0,48.5392,2021-05-31,9
AMER-2021-124919,1062,80.88,6,0.0,21.0288,2021-05-31,4
AMER-2021-118948,1033,6.63,3,0.0,1.7901,2021-05-28,6
AMER-2020-104269,1005,457.568,2,0.2,51.4764,2020-03-01,2
APJ-2022-114104,1052,14.62,2,0.0,6.8714,2022-11-21,2
APJ-2022-114104,1052,944.93,7,0.0,236.2325,2022-11-21,7
AMER-2022-162733,1054,5.98,1,0.0,2.691,2022-05-12,9
EMEA-2021-119697,1057,54.384,2,0.2,1.3596,2021-12-28,10
APJ-2022-154508,1067,28.4,5,0.0,13.348,2022-11-17,11
AMER-2022-113817,1046,27.68,2,0.2,9.688,2022-11-08,3
APJ-2020-139892,1098,9.936,3,0.2,2.7324,2020-09-08,6
APJ-2020-139892,1098,8159.952,8,0.4,-1359.992,2020-09-08,13
APJ-2020-139892,1098,275.928,3,0.2,-58.6347,2020-09-08,4
APJ-2020-139892,1098,1740.06,9,0.3,-24.858,2020-09-08,2
APJ-2020-139892,1098,32.064,6,0.2,6.8136,2020-09-08,6
APJ-2020-139892,1098,177.98,5,0.8,-453.849,2020-09-08,8
APJ-2020-139892,1098,143.976,3,0.2,8.9985,2020-09-08,7
AMER-2020-118962,1017,20.94,3,0.0,9.8418,2020-08-05,9
AMER-2020-118962,1017,110.96,2,0.0,53.2608,2020-08-05,9
AMER-2020-118962,1017,340.144,7,0.2,21.259,2020-08-05,2
APJ-2020-100853,1031,52.448,2,0.8,-131.12,2020-09-14,8
APJ-2020-100853,1031,20.16,4,0.2,6.552,2020-09-14,2
APJ-2023-152366,1099,97.264,4,0.8,-243.16,2023-04-22,8
AMER-2021-101511,1072,396.802,7,0.3,-11.3372,2021-11-21,2
AMER-2021-101511,1072,15.88,5,0.2,-3.7715,2021-11-21,9
EMEA-2021-137225,1066,3.28,1,0.0,1.4104,2021-12-15,6
APJ-2020-166191,1064,24.816,2,0.2,1.8612,2020-12-05,4
APJ-2020-166191,1064,408.744,7,0.2,76.6395,2020-12-05,10
EMEA-2020-158274,1064,503.96,4,0.0,131.0296,2020-11-19,7
EMEA-2020-158274,1064,149.95,5,0.0,41.986,2020-11-19,7
EMEA-2020-158274,1064,29.0,2,0.0,7.25,2020-11-19,10
EMEA-2022-105018,1054,7.16,2,0.0,3.4368,2022-11-29,3
AMER-2020-123260,1010,176.8,8,0.0,22.984,2020-08-26,10
APJ-2022-157000,1048,37.224,3,0.2,3.7224,2022-07-17,4
APJ-2022-157000,1048,20.016,3,0.2,6.255,2022-07-17,9
EMEA-2021-102281,1033,899.136,4,0.2,112.392,2021-10-12,1
EMEA-2021-102281,1033,71.76,6,0.0,20.0928,2021-10-12,7
EMEA-2021-102281,1033,51.84,8,0.0,24.8832,2021-10-12,9
EMEA-2021-102281,1033,626.352,3,0.2,46.9764,2021-10-12,1
EMEA-2021-102281,1033,19.9,5,0.0,6.567,2021-10-12,6
AMER-2021-131457,1003,14.28,7,0.0,6.7116,2021-10-31,11
AMER-2020-140004,1088,7.408,2,0.2,1.2038,2020-03-21,6
AMER-2020-140004,1088,6.048,3,0.2,1.5876,2020-03-21,6
AMER-2023-107720,1039,46.26,3,0.0,12.0276,2023-11-07,4
EMEA-2023-124303,1049,2.946,2,0.7,-2.2586,2023-07-07,3
EMEA-2023-124303,1049,16.056,3,0.2,5.8203,2023-07-07,9
AMER-2023-105074,1027,21.744,3,0.2,6.795,2023-06-25,9
EMEA-2020-133690,1055,218.75,2,0.5,-161.875,2020-08-03,3
EMEA-2020-133690,1055,2.6,1,0.2,0.2925,2020-08-03,8
APJ-2023-116701,1081,66.284,2,0.8,-178.9668,2023-12-18,8
EMEA-2023-126382,1015,35.168,7,0.2,9.6712,2023-06-04,5
AMER-2023-108329,1055,444.768,4,0.2,44.4768,2023-12-10,7
AMER-2023-135860,1068,83.92,4,0.0,5.8744,2023-12-02,4
AMER-2023-135860,1068,131.98,2,0.0,35.6346,2023-12-02,7
AMER-2023-135860,1068,15.92,4,0.0,7.4824,2023-12-02,3
AMER-2023-135860,1068,52.29,9,0.0,16.2099,2023-12-02,12
AMER-2023-135860,1068,91.99,1,0.0,3.6796,2023-12-02,4
APJ-2021-101007,1087,20.8,2,0.2,6.5,2021-02-09,10
AMER-2021-146262,1088,23.68,2,0.2,8.88,2021-01-02,2
AMER-2021-146262,1088,452.45,5,0.5,-244.323,2021-01-02,1
AMER-2021-146262,1088,62.982,3,0.4,-14.6958,2021-01-02,7
AMER-2021-146262,1088,1188.0,9,0.7,-950.4,2021-01-02,13
AMER-2021-146262,1088,89.584,2,0.2,4.4792,2021-01-02,10
AMER-2022-130162,1080,93.06,6,0.0,26.0568,2022-10-29,4
AMER-2022-130162,1080,302.376,3,0.2,22.6782,2022-10-29,7
AMER-2021-169397,1027,5.584,2,0.2,1.8148,2021-12-24,12
AMER-2021-169397,1027,22.704,6,0.2,8.2302,2021-12-24,9
AMER-2021-169397,1027,19.776,4,0.7,-13.8432,2021-12-24,3
AMER-2021-169397,1027,72.704,4,0.2,19.0848,2021-12-24,5
AMER-2021-169397,1027,479.988,4,0.7,-383.9904,2021-12-24,13
AMER-2021-169397,1027,27.168,2,0.2,2.7168,2021-12-24,6
AMER-2021-163055,1099,2.2,1,0.0,0.968,2021-08-09,6
AMER-2021-163055,1099,622.45,5,0.0,136.939,2021-08-09,3
AMER-2021-163055,1099,21.98,1,0.0,0.2198,2021-08-09,4
EMEA-2021-145436,1090,161.568,2,0.2,-28.2744,2021-02-28,2
EMEA-2021-145436,1090,389.696,8,0.2,43.8408,2021-02-28,2
EMEA-2020-156216,1048,18.648,7,0.7,-12.432,2020-09-13,3
EMEA-2023-100930,1031,233.86,2,0.45,-102.048,2023-04-08,3
EMEA-2023-100930,1031,620.6145,3,0.45,-248.2458,2023-04-08,3
EMEA-2023-100930,1031,5.328,2,0.7,-3.552,2023-04-08,3
EMEA-2023-100930,1031,258.072,3,0.2,0.0,2023-04-08,5
EMEA-2023-100930,1031,617.976,3,0.2,-7.7247,2023-04-08,10
AMER-2023-160514,1064,10.56,2,0.0,4.752,2023-11-13,9
APJ-2022-157749,1085,25.92,5,0.2,9.396,2022-06-05,9
APJ-2022-157749,1085,419.68,5,0.6,-356.728,2022-06-05,5
APJ-2022-157749,1085,11.688,3,0.6,-4.6752,2022-06-05,5
APJ-2022-157749,1085,31.984,2,0.2,11.1944,2022-06-05,7
APJ-2022-157749,1085,177.225,5,0.5,-120.513,2022-06-05,3
APJ-2022-157749,1085,4.044,3,0.6,-2.8308,2022-06-05,5
APJ-2022-157749,1085,7.408,2,0.2,1.2038,2022-06-05,6
EMEA-2020-131926,1030,2001.86,7,0.0,580.5394,2020-06-01,2
EMEA-2020-131926,1030,166.72,2,0.0,41.68,2020-06-01,4
EMEA-2020-131926,1030,47.88,6,0.0,23.94,2020-06-01,9
EMEA-2020-131926,1030,1503.25,5,0.0,496.0725,2020-06-01,8
EMEA-2020-131926,1030,25.92,4,0.0,12.4416,2020-06-01,9
AMER-2022-154739,1038,321.568,2,0.2,28.1372,2022-12-11,2
AMER-2022-145625,1047,7.61,1,0.0,3.5767,2022-09-12,9
AMER-2022-145625,1047,3347.37,13,0.0,636.0003,2022-09-12,10
EMEA-2022-146941,1042,80.58,6,0.0,22.5624,2022-12-11,4
EMEA-2022-146941,1042,361.92,4,0.0,162.864,2022-12-11,11
APJ-2021-159982,1007,12.132,9,0.6,-8.4924,2021-11-28,5
APJ-2021-159982,1007,82.368,2,0.2,-19.5624,2021-11-28,4
APJ-2021-159982,1007,53.92,5,0.2,4.044,2021-11-28,4
APJ-2021-159982,1007,647.904,6,0.2,56.6916,2021-11-28,7
EMEA-2023-163139,1042,20.37,3,0.0,6.9258,2023-12-02,10
EMEA-2023-163139,1042,221.55,3,0.0,6.6465,2023-12-02,4
EMEA-2023-163139,1042,17.52,5,0.2,6.132,2023-12-02,3
APJ-2023-155299,1058,1.624,2,0.8,-4.466,2023-06-09,8
APJ-2020-106992,1033,3059.982,3,0.4,-509.997,2020-09-19,13
APJ-2020-106992,1033,2519.958,7,0.4,-251.9958,2020-09-19,13
APJ-2022-125318,1060,328.224,4,0.2,28.7196,2022-06-07,7
AMER-2021-155040,1009,79.9,2,0.0,35.156,2021-11-10,10
EMEA-2023-136826,1026,14.016,3,0.2,4.7304,2023-06-17,6
AMER-2022-111010,1052,7.56,6,0.0,0.3024,2022-01-22,12
AMER-2023-145366,1004,37.208,1,0.2,-7.4416,2023-12-10,4
AMER-2023-145366,1004,57.576,3,0.2,21.591,2023-12-10,11
AMER-2023-163979,1008,725.84,4,0.0,210.4936,2023-12-29,4
AMER-2021-155334,1007,209.93,7,0.0,92.3692,2021-07-30,10
AMER-2021-155334,1007,5.28,3,0.0,2.3232,2021-07-30,5
AMER-2021-155334,1007,10.92,3,0.2,4.095,2021-07-30,3
AMER-2023-118136,1060,8.82,2,0.0,4.0572,2023-09-17,9
AMER-2023-118136,1060,5.98,1,0.0,1.5548,2023-09-17,6
EMEA-2023-132976,1023,11.648,2,0.2,4.0768,2023-10-14,9
EMEA-2023-132976,1023,18.176,4,0.2,5.9072,2023-10-14,9
EMEA-2023-132976,1023,59.712,6,0.2,5.9712,2023-10-14,4
EMEA-2023-132976,1023,24.84,3,0.2,8.694,2023-10-14,2
APJ-2021-161991,1002,2.08,5,0.8,-3.432,2021-09-26,3
APJ-2021-161991,1002,1114.4,7,0.2,376.11,2021-09-26,7
AMER-2021-130890,1024,1038.84,5,0.2,51.942,2021-11-02,3
EMEA-2021-130883,1051,141.76,5,0.2,47.844,2021-09-26,9
EMEA-2021-130883,1051,239.8,5,0.2,47.96,2021-09-26,10
EMEA-2021-130883,1051,31.104,6,0.2,10.8864,2021-09-26,9
EMEA-2022-112697,1094,254.058,7,0.7,-169.372,2022-12-19,3
EMEA-2022-112697,1094,194.528,2,0.2,24.316,2022-12-19,8
EMEA-2022-112697,1094,961.48,5,0.2,-204.3145,2022-12-19,9
AMER-2022-110772,1043,19.096,7,0.2,6.6836,2022-11-21,12
AMER-2022-110772,1043,18.496,8,0.2,6.2424,2022-11-21,2
AMER-2022-110772,1043,255.984,2,0.2,54.3966,2022-11-21,10
AMER-2022-110772,1043,86.97,3,0.5,-48.7032,2022-11-21,1
EMEA-2020-111451,1064,300.416,8,0.2,78.8592,2020-12-26,5
EMEA-2020-111451,1064,230.352,3,0.2,20.1558,2020-12-26,2
EMEA-2020-111451,1064,218.352,3,0.2,-24.5646,2020-12-26,5
EMEA-2020-111451,1064,78.6,5,0.7,-62.88,2020-12-26,3
EMEA-2020-111451,1064,27.552,3,0.2,9.2988,2020-12-26,12
AMER-2022-142545,1041,32.4,5,0.0,15.552,2022-10-29,9
AMER-2022-142545,1041,1082.48,8,0.0,10.8248,2022-10-29,4
AMER-2022-142545,1041,56.91,3,0.0,27.3168,2022-10-29,9
AMER-2022-142545,1041,77.6,4,0.0,38.024,2022-10-29,5
AMER-2022-142545,1041,14.28,1,0.0,6.5688,2022-10-29,3
APJ-2023-152380,1080,219.075,3,0.5,-131.445,2023-11-20,3
EMEA-2021-144253,1100,26.8,2,0.0,12.864,2021-05-04,5
AMER-2020-130960,1098,9.84,3,0.0,2.8536,2020-12-30,6
AMER-2020-111003,1100,45.48,3,0.0,20.9208,2020-06-01,3
AMER-2020-111003,1100,289.2,6,0.0,83.868,2020-06-01,6
EMEA-2023-126774,1076,4.89,1,0.0,2.0049,2023-04-16,6
EMEA-2022-142902,1080,15.136,4,0.2,3.5948,2022-09-13,5
EMEA-2022-142902,1080,466.768,2,0.2,52.5114,2022-09-13,2
EMEA-2022-142902,1080,15.232,1,0.2,1.7136,2022-09-13,5
EMEA-2022-142902,1080,6.264,3,0.2,2.0358,2022-09-13,2
AMER-2020-120887,1070,87.54,3,0.0,37.6422,2020-09-27,5
EMEA-2020-167850,1013,178.384,2,0.2,22.298,2020-08-09,7
EMEA-2020-167850,1013,15.552,3,0.2,5.4432,2020-08-09,9
EMEA-2020-164259,1010,99.136,4,0.2,8.6744,2020-12-28,6
EMEA-2020-164973,1032,135.882,1,0.1,24.1568,2020-11-04,2
EMEA-2020-164973,1032,3991.98,2,0.0,1995.99,2020-11-04,13
EMEA-2020-164973,1032,275.94,6,0.0,80.0226,2020-11-04,7
EMEA-2020-164973,1032,360.0,4,0.0,129.6,2020-11-04,10
EMEA-2020-164973,1032,43.57,1,0.0,13.071,2020-11-04,4
AMER-2020-156601,1090,7.16,2,0.0,3.58,2020-09-19,12
AMER-2022-162138,1076,251.52,6,0.2,81.744,2022-04-24,3
AMER-2022-162138,1076,99.99,1,0.0,34.9965,2022-04-24,10
EMEA-2023-153339,1009,15.992,1,0.2,0.9995,2023-11-04,5
EMEA-2022-141544,1074,290.898,3,0.4,-67.8762,2022-08-31,7
EMEA-2022-141544,1074,54.224,2,0.2,3.389,2022-08-31,4
EMEA-2022-141544,1074,786.744,4,0.3,-258.5016,2022-08-31,2
EMEA-2022-141544,1074,100.24,10,0.2,33.831,2022-08-31,2
EMEA-2022-141544,1074,37.764,6,0.7,-27.6936,2022-08-31,3
EMEA-2022-150147,1007,82.8,2,0.4,-20.7,2022-04-26,7
EMEA-2022-150147,1007,20.724,2,0.7,-13.816,2022-04-26,3
EMEA-2022-150147,1007,4.896,3,0.7,-3.4272,2022-04-26,3
AMER-2021-137946,1065,4.752,1,0.2,1.6038,2021-09-01,3
AMER-2021-137946,1065,959.984,2,0.2,335.9944,2021-09-01,14
AMER-2021-137946,1065,14.368,4,0.2,4.49,2021-09-01,3
AMER-2020-129924,1081,7.712,2,0.2,2.7956,2020-07-12,3
AMER-2020-129924,1081,698.352,3,0.2,-17.4588,2020-07-12,3
EMEA-2021-128167,1085,4.96,4,0.0,2.3312,2021-06-22,12
EMEA-2020-122336,1041,17.856,4,0.2,1.116,2020-04-13,6
EMEA-2020-122336,1041,509.97,10,0.7,-407.976,2020-04-13,3
EMEA-2020-122336,1041,30.992,13,0.2,10.0724,2020-04-13,12
EMEA-2020-122336,1041,71.928,12,0.4,8.3916,2020-04-13,7
APJ-2021-120712,1017,88.8,4,0.2,-2.22,2021-12-20,4
AMER-2023-169901,1096,47.976,3,0.2,4.7976,2023-06-16,7
APJ-2023-134306,1088,7.56,3,0.0,3.0996,2023-07-09,6
APJ-2023-134306,1088,24.56,2,0.0,11.5432,2023-07-09,9
APJ-2023-134306,1088,12.96,2,0.0,4.1472,2023-07-09,6
EMEA-2022-129714,1030,6.79,1,0.0,2.3086,2022-09-02,10
EMEA-2022-129714,1030,24.56,2,0.0,11.5432,2022-09-02,9
EMEA-2022-129714,1030,3.048,1,0.2,1.0668,2022-09-02,3
EMEA-2022-129714,1030,49.12,4,0.0,23.0864,2022-09-02,9
EMEA-2022-129714,1030,4355.168,4,0.2,1415.4296,2022-09-02,3
EMEA-2022-138520,1084,388.704,6,0.2,-4.8588,2022-04-09,1
EMEA-2022-138520,1084,8.26,2,0.0,3.7996,2022-04-09,11
EMEA-2022-138520,1084,17.04,4,0.0,6.9864,2022-04-09,6
EMEA-2022-138520,1084,34.4,5,0.0,15.824,2022-04-09,9
EMEA-2022-130001,1015,36.24,5,0.2,11.325,2022-04-24,9
EMEA-2023-155698,1032,647.84,8,0.0,168.4384,2023-03-09,8
EMEA-2023-155698,1032,20.7,2,0.0,9.936,2023-03-09,2
EMEA-2023-144904,1061,20.7,2,0.0,9.936,2023-09-26,2
EMEA-2023-144904,1061,488.646,3,0.1,86.8704,2023-09-26,2
EMEA-2023-144904,1061,5.56,2,0.0,1.4456,2023-09-26,6
EMEA-2023-144904,1061,47.12,8,0.0,20.7328,2023-09-26,5
AMER-2020-123344,1019,211.96,4,0.0,8.4784,2020-09-24,4
EMEA-2022-155516,1004,23.2,4,0.0,10.44,2022-10-22,3
EMEA-2022-155516,1004,7.36,2,0.0,0.1472,2022-10-22,9
EMEA-2022-155516,1004,104.79,7,0.0,29.3412,2022-10-22,4
EMEA-2022-155516,1004,1043.92,4,0.0,271.4192,2022-10-22,1
APJ-2023-104745,1066,25.92,5,0.2,9.396,2023-05-30,9
APJ-2023-104745,1066,53.424,3,0.2,4.6746,2023-05-30,4
